Company Name,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Qualify Account,Prerequisite: Research Target Company,Prerequisite: Determine Research Guidelines
Essig Family McDonald's,Essig Family McDonald's,Cold,Restaurant Franchise - KSMO - 3/4/26,29,restaurants,edward@anvo-insurance.com,http://www.essigmcd.com,http://www.linkedin.com/company/essig-family-mcdonald-s,"","",550 Liberty Rd,Reeds,Missouri,United States,64859,"550 Liberty Rd, Reeds, Missouri, United States, 64859","scholarship programs, high school diploma, workforce training, restaurant management, career growth, fast food, flexible schedules, mcdonald's, multi-location restaurant, employee benefits program, franchise restaurants, tuition assistance, customer service, flexible work hours, community-oriented business, english language learning, community engagement, food service, career advancement, employee wellness, employee development, growth opportunities, mcdonald's franchise, restaurants and other eating places, employee education programs, benefits package, language learning support, education assistance, career pathway programs, family-owned, limited-service restaurants, employee scholarship, work-life balance, employee benefits, community focus, workforce development, franchisee, employee training, employee retention, diverse customer base, services, educational support, b2c, family support programs, archways to opportunity, college advisory services, education",'+1 816-903-5105,"Gmail, Google Apps, Google Cloud Hosting, Outlook, Remote","","","","","","",69a8a5e733a8fa0019b08112,5812,72251,"Essig Family McDonald's is a third-generation Owner-Operator organization with 37 locations across two states. We are a family-owned business dedicated to providing learning, development, and opportunity for our people so that together, we can operate excellent restaurants.",1980,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66d7e1859a4a2b000191c927/picture,"","","","","","","","",""
Twisted Fresh,Twisted Fresh,Cold,Small Restaurants - KSMO - 3/4/26,22,restaurants,edward@anvo-insurance.com,http://www.twistedfresh.com,http://www.linkedin.com/company/twisted-fresh,https://www.facebook.com/twistedfreshkc,https://twitter.com/TwistedFresh,6131 NW 63rd Ter,Kansas City,Missouri,United States,64151-3325,"6131 NW 63rd Ter, Kansas City, Missouri, United States, 64151-3325","catering, b2c, restaurants, wraps and salads, fast-casual restaurant, event catering, catering services, food flavors, food ingredients, restaurant chain, food quality, gourmet tacos, party packs, sauces and salsas, restaurants and other eating places, e-commerce, food freshness, d2c, catering platters, online ordering, food catering, premium ingredients, menu customization, food options, food delivery, food service, healthy wraps, food and beverage, services, food menu, quick service, healthy food, food customization, made-from-scratch, kansas city, consumer products & retail, consumer internet, consumers, internet, information technology & services, food & beverages, consumer goods",'+1 913-441-0444,"Gmail, Google Apps, Amazon AWS, Apache, Bootstrap Framework, Mobile Friendly, Remote, AI","","","","",317000,"",69a8a8751197a00019b87bdd,5812,72251,"It's Simple. We believe that fast casual food can be fresh, healthy, and full of flavor. Gourmet tacos, wraps, and salads, delicious burgers and sandwiches.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66c994cd9e4bd80001b9de63/picture,"","","","","","","","",""
Bionic Burger,Bionic Burger,Cold,"",19,restaurants,edward@anvo-insurance.com,http://www.bionic-burger.com,http://www.linkedin.com/company/bionic-burger,"","",3257 E Harry St,Wichita,Kansas,United States,67218-3704,"3257 E Harry St, Wichita, Kansas, United States, 67218-3704","",'+1 316-945-3838,"Amazon AWS, Google Tag Manager, Mobile Friendly, Google Analytics, Bootstrap Framework, AngularJS, Android, AI, IoT, Node.js","","","","","","",69bb0b1b15fab60021c155c0,"","","Quality food our family has prepared since 1949 and serving Wichita since 1977. Since Steve and Pam Majors opened the first Bionic Burger in Wichita in 1977, our place has always been more than just a place to eat. The absolute dedication to quality that Uncle Hank & Aunt Ruby began with and built a reputation for is as true in the new millennium as it was the 1940’s. In Wichita, we continue our commitment to making and serving something better. We have passed the tradition on to our daughter Raquel Chavez who assumed the ownership role in 2012.","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,"","","","","","","","",""
Westchester Village of Lenexa,Westchester Village of Lenexa,Cold,"",30,hospital & health care,edward@anvo-insurance.com,http://www.westchestervillagelenexa.com,http://www.linkedin.com/company/westchester-village-lenexa,"","",8505 Pflumm Rd,Lenexa,Kansas,United States,66215,"8505 Pflumm Rd, Lenexa, Kansas, United States, 66215","independent living, ccrc, assisted living, longterm skilled care, rehabilitation, residential independant living retirement community, hospitals & health care, rehabilitation services, short-term rehab, medical support, social activities, therapy services, b2c, services, resident engagement, disability access, senior housing kansas city, d2c, nursing care facilities (skilled nursing facilities), senior volunteer programs, senior wellness programs, elderly care, senior mobility support, dementia care, dignity and respect, senior social events, senior care, personalized care plans, family-like environment, senior community services, senior apartments, long-term care, senior dining experience, off-site outings, community events, lenexa kansas, construction & real estate, spacious apartments, wellness programs, senior lifestyle enhancement, memory care support, senior activity programs, senior living, healthcare, resident independence, care community, personalized care, community atmosphere, senior living amenities, nutritious dining, healthcare services, hospital & health care, long term care, health care, health, wellness & fitness",'+1 913-307-2000,"Outlook, Microsoft Office 365, Google Cloud Hosting, Shutterstock, Nginx, WordPress.org, Mobile Friendly, Gauges, Google Tag Manager, AI, Click","","","","","","",69bc21ecbca73300019b77ef,8051,62311,"At Westchester Village of Lenexa, our staff has a philosophy of care that is implemented into the every day operations. Our philosophy is to include dignity, quality, choices, respect and community into what we provide every day. We always strive to fulfill our vision using the value statement as a guide. We are a CCRC and offer four levels of living:

Independent Living
Residential independent living offers the privacy of your own home without the troubles of its care and maintenance. Our independent living residences feature expansive, light-filled floor plans with full kitchens and modern conveniences.

Assisted Living
In addition to amenities included in Residential Independent Living, services available for Assisted Living include:

- Assistance with bathing, dressing, and medication
- Three restaurant-style meals daily
- Wellness checks and a care plan supervised by a registered nurse
- And much more!

Long-Term Care
For the resident, everything we do revolves around the resident and his or her personal well-being. Each and every resident receives the attention of a highly trained team that develops an individualized goal-oriented program designed to foster personal independence and maximize quality of life.

Rehabilitation
After a full assessment by our Health Care Team, we will prepare a resident centered care plan and do everything we can to support your health and well-being during your stay at Westchester Village. Getting to know the person before treating the illness enhances rehabilitation and increases the positive impact on their recovery.",2012,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66dbe428da015800019f89cb/picture,"","","","","","","","",""
Reconciliation Services,Reconciliation Services,Cold,"",38,individual & family services,edward@anvo-insurance.com,http://www.rs3101.org,http://www.linkedin.com/company/reconciliation-services,https://www.facebook.com/ReconciliationServices,https://twitter.com/RS3101,3101 Troost Ave,Kansas City,Missouri,United States,64109,"3101 Troost Ave, Kansas City, Missouri, United States, 64109","utilities assistance, the social leader, neighborhood revitalization, nonprofit organization, prescription vouchers, eviction prevention, food service, social enterprise, other individual and family services, community engagement, missouri tax credits, racial equity, reveal program, community development, urban core support, mental health, food access, document assistance, leadership development, senior volunteers, id and document help, community healing, food pantry, kc medicine cabinet, mental health services, case management, social connection, community building, youth mentorship, social services, community advocacy, economic disparities, trauma recovery, trauma treatment, poverty alleviation, social justice, volunteer programs, trauma-informed care, housing support, therapeutic services, mental health therapy, youth mentoring, kansas city, thelma's kitchen, leadership training, pay-it-forward cafe, foster grandparents, poverty reduction, community reconciliation, mental health support, services, b2c, healthcare, education, non-profit, hospital & health care, professional training & coaching, health care, health, wellness & fitness, nonprofit organization management",'+1 816-931-4751,"Gmail, Google Apps, Google Analytics, Facebook Login (Connect), Facebook Custom Audiences, Mobile Friendly, Facebook Widget, Linkedin Marketing Solutions, YouTube, Google Tag Manager, Squarespace ECommerce, AI","","","","","","",69bc21ecbca73300019b77f6,8399,62419,"Reconciliation Services is a nonprofit organization based in Kansas City, Missouri, founded in 1987. It focuses on addressing economic and racial disparities, poverty, and trauma in the urban core, particularly east of Troost Avenue. Originally established as Reconciliation Ministries by Fr. David Altschul and Thelma Altschul, the organization aims to transform Troost from a dividing line into a gathering place that fosters community strength through dignity, community, and advocacy.

The organization offers three main initiatives: REVEAL Social and Mental Health Services, which provides therapy and case management; Thelma’s Kitchen, a pay-it-forward café that serves thousands of meals; and the Foster Grandparents Program, which engages seniors in mentoring roles. In 2024, Reconciliation Services is set to serve over 3,500 clients, emphasizing racial equity and community engagement through various programs and events. The organization continues to evolve with facility expansions and community-focused initiatives to enhance its impact.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/673916868d41ea00017d0396/picture,"","","","","","","","",""
Park Lanes Family Fun Center,Park Lanes Family Fun Center,Cold,"",21,entertainment,edward@anvo-insurance.com,http://www.parklaneskc.com,http://www.linkedin.com/company/park-lanes-family-fun-center,https://facebook.com/parklaneskc,https://twitter.com/parklaneskc,7701 Renner Rd,Shawnee,Kansas,United States,66217,"7701 Renner Rd, Shawnee, Kansas, United States, 66217","full restaraunt, youth leagues, corporate events, full service bar, catering, birthday parties, cosmic video bowling, adult leagues, vip suite, game room, bowling centers, prize redemption, outdoor lawn games, custom party packages, food and beverage, private event spaces, family entertainment, event catering, b2c, league bowling, group rentals, restaurant, event planning, family fun center, outdoor activities, private parties, fundraisers, bar, special offers, arcade games, food service, outdoor sports, services, recreation & leisure, pickleball, vip lounge, shuffleboard, fundraising events, event planning & services, kids birthday packages, bocce ball, bowling center, non-profit, consumer products & retail, events services, food & beverages, consumer goods, consumers, nonprofit organization management, active life, bowling",'+1 913-248-1110,"Cloudflare DNS, Gmail, Google Apps, CloudFlare Hosting, Google Tag Manager, Gravity Forms, WordPress.org, Google Maps (Non Paid Users), Google Maps, reCAPTCHA, Facebook Widget, Mobile Friendly, Facebook Custom Audiences, Facebook Login (Connect), Android, Remote","","","","",9665000,1,69bc21ecbca73300019b7802,7999,71395,"Park Lanes is a Family Entertainment Center with 24 Lanes of bowling and a  7 Lane Private VIP Suite, a full service restaurant  with great food, a full bar, an arcade, private room for birthday parties and/or corporate events and a welcoming staff to help you have a blast!

Our center is a great place to have fun times with family and friends for special occasions or just for fun. At Park Lanes you can have a great time at prices that won't break the bank! 

Friday nights from 9:30-12:30pm and Saturday nights from 10:30pm-1am, we showcase our famous Cosmic Video Bowling. Unlimited bowling with the lights down--great music videos above and awesome special effects lighting. 

Online reservations (with VIP entrance) are available for open play/cosmic bowling now!

We are competitively priced to meet the needs of your next event. Our Event Manager can help design an event specifically catered to the needs of your next party!

We also offer birthday party packages that are all-inclusive for both the young and the ""young at heart""! 
 
We have a large league bowling family with leagues for all ages and abilities, including a wonderful youth program.

Bowling is the number 1 participatory sport in the United States, not to mention it is the most FUN!
After all.. who doesn't like to bowl?!",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66de3662f7ae0d0001bfd54c/picture,"","","","","","","","",""
Casino White Cloud,Casino White Cloud,Cold,"",40,entertainment,edward@anvo-insurance.com,http://www.casinowhitecloud.org,http://www.linkedin.com/company/casino-white-cloud,https://www.facebook.com/casinowhitecloud,https://www.twitter.com/casinoWC,777 Jackpot Dr,White Cloud,Kansas,United States,66094-4002,"777 Jackpot Dr, White Cloud, Kansas, United States, 66094-4002","entertainment providers, friendly staff, casino, gaming, b2c, services, cash giveaways, casino buffet, hospitality and food services, kansas casino, big screened slots, casino gaming promotions, monthly contests, home-cooked food, full hook-up rv sites, casino promotions, casino hospitality, bingo hall kansas, casino promotions kansas, player rewards, slots, hospitality, well-lit gaming floor, iowa tribe casino, virtual blackjack, entertainment, slot machines, bingo hall, casino entertainment kansas, restaurant, gaming and casinos, casino amenities, players club, big wins, virtual table games, bingo, casino rewards program, gaming floor, casino rv sites, ks casino, local casino kansas, promotions, amusement arcades, loose machines, games, leisure, travel & tourism",'+1 877-652-6115,"Amazon AWS, Google Cloud Hosting, Mobile Friendly, Bootstrap Framework, Google Tag Manager","","","","","","",69bc21ecbca73300019b7803,7993,71312,"Casino White Cloud is an entertainment company based out of 777 Jackpot Dr, White Cloud, Kansas, United States.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6702966f4fd3f100016d1dfc/picture,"","","","","","","","",""
Equip-Bid Auctions,Equip-Bid Auctions,Cold,"",22,wholesale,edward@anvo-insurance.com,http://www.equip-bid.com,http://www.linkedin.com/company/equip-bid.com-auctions,https://facebook.com/equipbidauction,https://twitter.com/equipbidkc,8675 College Blvd,Overland Park,Kansas,United States,66210-1835,"8675 College Blvd, Overland Park, Kansas, United States, 66210-1835","resale, liquidations, consignments, sales, auctions, overstock, verified sellers, construction machinery, estate sale liquidation, retail returns liquidation, farm equipment liquidation, online auction security, liquidation of commercial assets, vehicles, vehicle auctions, secure transactions, manufacturing, e-commerce, online bidding platform, office equipment auction, mobile bidding platform, heavy machinery liquidation, jewelry, retail goods, trusted affiliate network, farm equipment, real estate, mobile-optimized platform, business downsizing auction, specialty asset auctions, secure online bidding, construction tools auction, industrial equipment, marketing services, inventory management, distributive trade, retail liquidation, business asset liquidation, industrial assets, advertising, secure payment processing, services, industrial tools auction, no reserve auctions, auction platform, estate sales, office furniture, auction management software, business liquidation, online auction, retail liquidation auctions, jewelry and collectibles auction, collectibles, retail trade, b2b, construction machinery auction, vintage collectibles auction, local affiliate network, construction equipment auctions, retail store liquidation, verified seller platform, liquidation services, asset liquidation, estate sale auctions, construction, estate jewelry sale, specialized liquidation, specialized liquidation categories, local pickup options, restaurant equipment liquidation, farm implements auction, shipping arrangements, asset management, asset resale platform, vintage and antique items, local auction pickup, industrial equipment auctions, consumer goods, distribution, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services, marketing & advertising",'+1 913-686-6345,"Route 53, Rackspace MailGun, Outlook, Microsoft Office 365, Amazon AWS, Hubspot, Slack, Bootstrap Framework, Google Analytics, Facebook Login (Connect), Google Tag Manager, Open AdStream (Appnexus), Google Maps (Non Paid Users), Google Dynamic Remarketing, Vimeo, DoubleClick, Mobile Friendly, Google Maps, Segment.io, Apache, Facebook Widget, DoubleClick Conversion, Facebook Custom Audiences, reCAPTCHA, YouTube, Remote, AI","","","","",7729000,"",69bc21ecbca73300019b7819,7359,"","Equip-Bid Auctions
Your Source for Full Service Online Auctions
913-686-6345
Online Auctions Going on Now at www.equip-bid.com.
Restaurant Equipment, Autos, RVs, Boats, Motorcycles, Heavy Equipment, Overstock Items, Misc.

Online Auctions Hosted by Equip-BidAuctions",2009,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695cd82ede2017000145ab53/picture,"","","","","","","","",""
Nevada Regiona Technical Center,Nevada Regiona Technical Center,Cold,"",31,food production,edward@anvo-insurance.com,http://nrtc.k12.mo.us,http://www.linkedin.com/company/nevada-regiona-technical-center,"","","",Nevada,Missouri,United States,64772,"Nevada, Missouri, United States, 64772","food & beverage manufacturing, food production","","","","","","","","",69bc21edbca73300019b7889,"","",ProStart Culinary Program for high school students.,"",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,"","","","","","","","",""
Great Western Manufacturing,Great Western Manufacturing,Cold,"",47,machinery,edward@anvo-insurance.com,http://www.gwmfg.com,http://www.linkedin.com/company/great-western-mfg,https://www.facebook.com/greatwesternmfg/,https://twitter.com/greatwesternmfg,149 Street,"",Kansas,United States,66048,"149 Street, Kansas, United States, 66048","manufacturing, sieves, engineering, sifters, industrial machinery manufacturing, quick inspection, riddle sifter, cleaning, screening solutions, mechanical screen tensioning, stacked screen sifter, industrial sifting equipment, food grade materials, sampl-sifter, retractable sieves, dust-tight construction, modular sifter, sanitary design, gravity sifter, part & accessories, custom-engineered sifters, gyzorsift, test lab services, inline sifter, easy maintenance, pneumatic sieve compression, tru-balance drive, distribution, modular frame, stainless steel construction, services, b2b, mechanical or industrial engineering",'+1 913-682-2291,"Outlook, Microsoft Office 365, Google Font API, reCAPTCHA, Google Analytics, Typekit, Mobile Friendly, Apache, WordPress.org, Google Tag Manager, Remote","","","","",48000000,"",69bc21edbca73300019b788d,3556,33324,"Great Western Manufacturing, established in 1856, is the oldest operating manufacturing firm in Kansas. Based in Leavenworth, the company specializes in designing and manufacturing custom industrial processing machinery, particularly for dry sifting applications in the food processing and industrial sectors. With over 165 years of experience, Great Western has evolved from producing steam engines to focusing on sifting and screening equipment.

The company offers a range of industrial sifting equipment that utilizes horizontal gyratory motion for effective scalping, grading, and fines removal from dry powders and granular materials. Their product lineup includes sifters and screens, sieves, agitators, trays, and lab equipment, along with accessories for sanitary bulk powder conveying. Great Western also provides services such as equipment design, building, servicing, and custom solutions tailored to meet unique customer needs. They serve various industries, including cereal grain processing, bakeries, snack food production, and more.",1858,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6771449ee7b7b200012f6e3a/picture,"","","","","","","","",""
"Green Dot Bioplastics, Inc.",Green Dot Bioplastics,Cold,"",14,plastics,edward@anvo-insurance.com,http://www.greendotbioplastics.com,http://www.linkedin.com/company/green-dot-holdings-llc,https://www.facebook.com/greendotpure,https://twitter.com/gd_bioresins,527 Commercial St,Emporia,Kansas,United States,66801,"527 Commercial St, Emporia, Kansas, United States, 66801","biobased plastic, biodegradable plastic, woodplastic composites, starch composites, woodplastic composites starch composites biodegradable plastic biobased plastic, plastics manufacturing, thermoplastic starch, bioplastic research, bioplastic blends, biobased resins, bioplastics in agriculture, bioplastic formulations, consumer goods, green materials, resin and synthetic rubber manufacturing, consulting, bioplastics for lawn and garden, impact modifiers, bioplastics for food packaging, bioplastics in construction, plastic recycling, bioplastics in medical applications, sustainable product development, b2b, plastic manufacturing, manufacturing, bioplastics for durable goods, waste management, biodegradable materials, bioplastics for toys, renewable feedstocks, bioplastics in electronics, bioplastics in marine applications, industrial composting, sustainable plastics, bioplastic processing, biodegradability standards, bioplastics for film and sheet, compostable plastics, bioplastics for injection molding, bioplastics in automotive parts, biodegradable elastomers, biocomposites, bioplastic performance, bioplastics in fashion, cost-competitive bioplastics, consumer goods & retail, bioplastics in consumer products, biocomposites from wood and hemp, environmentally friendly materials, sustainability, bioplastics, eco-friendly packaging, reclaimed feedstock, natural fiber reinforcement, services, bioplastics impact on greenhouse gases, furniture, b2c, consumer products & retail, chemicals, consumers, mechanical or industrial engineering, environmental services, renewables & environment, home decor",'+1 620-273-8919,"Gmail, Outlook, Google Apps, Google Cloud Hosting, WP Engine, React, Gravity Forms, Google Font API, reCAPTCHA, Typekit, Hubspot, WordPress.org, Nginx, Hotjar, Mobile Friendly, Google Tag Manager, Vimeo, IoT, Android, Circle, Remote",12591500,Other,3991500,2021-10-01,5000000,"",69bc21edbca73300019b788e,3999,32521,"Green Dot Bioplastics, Inc., founded in 2011 and headquartered in Emporia, Kansas, specializes in sustainable, compostable bioplastics made from renewable materials such as starch and natural fibers. The company focuses on reducing petroleum-based chemicals and maximizing the use of renewable and recycled materials. With a team of about 13-14 employees, Green Dot generates annual revenue of approximately $1 million and operates in the plastics manufacturing and biotechnology sectors.

Green Dot offers a diverse range of bioplastic products, including wood plastic composites, starch biocomposites, biodegradable composites, and compostable elastomers under the Terratek® brand. Their materials are designed for various applications, from food packaging to durable goods like surfboards and sporting equipment. The company emphasizes product development and custom solutions, aiming to provide environmentally friendly alternatives to traditional plastics while maintaining high performance.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/687de0b4183451000125b35a/picture,"","","","","","","","",""
Yummy's Choice,Yummy's Choice,Cold,"",12,food production,edward@anvo-insurance.com,http://www.yummyschoice.com,http://www.linkedin.com/company/yummy's-choice,"","",1608 W 39th St,Kansas City,Missouri,United States,64111-4430,"1608 W 39th St, Kansas City, Missouri, United States, 64111-4430","mediterranean made easy gourmet cheese, pita chips plain garlic oregano whole wheat cinnamon, gift kits falafel hummus super feast, tapenades shatta sweet shatta olive mazza, gourmet food amp gifts hummos falafel pita bread, gourmet food gifts hummos falafel pita bread, food, greek, imported food, mediterranean, restaurants","","","","","","","","",69bc21edbca73300019b789c,"","","Gourmet Mediterranean food manufacturer of the world's smoothest hummus. Products sold in 11 states at Whole Foods Market and throughout the Greater Kansas City metropolitan area at HyVee, Price Chopper and Sun Fresh grocery stores. Find our web store at http://YummysChoice.com for great food gifts and unique Mediterranean specialty food kits you can assemble for your family or send to clients, vendors and friends across the United States.",2005,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e935ee1e8fc30001f12d8b/picture,"","","","","","","","",""
Webster House,Webster House,Cold,"",37,events services,edward@anvo-insurance.com,http://www.websterhousekc.com,http://www.linkedin.com/company/webster-house,https://facebook.com/websterhousekc,https://twitter.com/WebsterHouseKC,1644 Wyandotte St,Kansas City,Missouri,United States,64108,"1644 Wyandotte St, Kansas City, Missouri, United States, 64108","breakfast & brunch, restaurants, salad, sandwiches",'+1 816-221-4713,"Android, Remote, AI","","","","",2789000,1,69bc21edbca73300019b789e,7011,"","","",https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,"","","","","","","","",""
"Trimac Industrial Systems, LLC",Trimac Industrial,Cold,"",14,machinery,edward@anvo-insurance.com,http://www.trimacsystems.com,http://www.linkedin.com/company/trimac-industrial-systems-llc,https://www.facebook.com/trimacsystems/,"",12595 Kaw Dr,Kansas City,Kansas,United States,66111,"12595 Kaw Dr, Kansas City, Kansas, United States, 66111","cure ovens, parts washers, infrared ovens, finishing systems, inline washers, gel ovens, convection ovens, powder coating systems, pretreatment washers, machinery manufacturing, manufacturing solutions, plastic annealing, protherm infraround heaters, high volume batch ovens, overhead conveyor systems, drying systems, curing systems, protherm fs series heaters, custom oven design, water removal, water-based washers, process heating, continuous web ovens, food, specialized coating systems, industrial cleaning, aerospace, b2b, turnkey solutions, protherm cb series heaters, all other general purpose machinery manufacturing, distribution, ultrasonic cleaning, industrial ovens, industrial cleaning systems, rust removal washers, flow-thru monorail systems, energy-efficient ovens, manufacturing, batch ovens, sintering ovens, material handling, automotive, small parts systems, electric infrared heaters, thermal processing, heating technology, gas catalytic infrared, services, automated systems, multi-substrate ovens, protherm t3 halogen heaters, ultrasonic cleaning technology, high pressure washers, chain-on-edge ovens, laminating systems, custom conveyorized ovens, infrared process heating, energy, flow-through systems, gas infrared heaters, coating curing, system integration, environmentally friendly heating, gas catalytic infrared gas-cat heaters, electric infrared, batch systems, convection heat, infrared heaters, oven control systems, high throughput ovens, metal drying, heating solutions, custom engineered ovens, bonding systems, remediation systems, consumer goods, consumers, mechanical or industrial engineering",'+1 913-441-0043,"Cloudflare DNS, Outlook, Microsoft Office 365, CloudFlare Hosting, Slack, Google Maps, Mobile Friendly, Vimeo, Adobe Media Optimizer, Cedexis Radar, Facebook Custom Audiences, Google Tag Manager, Google Analytics, WordPress.org, reCAPTCHA, Bootstrap Framework, Google Maps (Non Paid Users), Google Font API, Remote","","","","",41966000,"",69bc21edbca73300019b78a5,3537,33399,"Trimac is a custom turnkey manufacturer of industrial ovens, washers and finishing systems.  These product lines consist of pretreatment and parts washers under the KEMAC® brand, infrared boost, preheat, cure and drying ovens under the Gas-Cat® brand, convection ovens, and turnkey powder coating and paint finishing systems under the Trimac Finishing Systems™ label.   

Trimac has over 25 years of brand loyalty from serving companies ranging from Fortune 100 companies, the US military to small manufacturing companies.  Trimac is the only finishing systems manufacturer who also manufactures gas catalytic infra-red and that proprietary niche uniquely help customers reduce overhead costs, boost production and improve quality.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695e3095496b3100013d74d3/picture,"","","","","","","","",""
Build WyCo,Build WyCo,Cold,"",38,nonprofit organization management,edward@anvo-insurance.com,http://www.buildwyco.org,http://www.linkedin.com/company/buildwyco,"","",2 S 14th St,Kansas City,Kansas,United States,66102,"2 S 14th St, Kansas City, Kansas, United States, 66102","community organizing, homebuyer educationcounseling, home renovations, new home construction, community development, community land trust, arts, health, lending, non-profit organizations, financial counseling, fundraising, urban food systems, urban farms, inclusive communities, grantmaking and giving services, nonprofit organization, housing loans, arts and culture, community land trust stewardship, housing development, community resilience, urban renewal, diverse housing types, urban planning, community partnerships, public-private partnerships, neighborhood revitalization, affordable housing, community spaces, neighborhood capacity building, local food access, community-led development, community programs, volunteer opportunities, homeownership support, homebuyer education, home repair grants, community health, local food systems, neighborhood planning, neighborhood stability, sustainable development, foreclosure prevention, food access, epic clay studio, urban agriculture, community engagement, housing counseling, art studios, neighborhood safety, real estate development, community leadership, community pride, urban agriculture programs, neighborhood support, third friday art walk, construction, community arts programs, education, non-profit, nonprofit organization management, fund-raising, sustainability, environmental services, renewables & environment",'+1 913-342-7580,"Salesforce, Cloudflare DNS, Mailchimp Mandrill, Outlook, Microsoft Office 365, CloudFlare Hosting, Google Tag Manager, Multilingual, Mobile Friendly, Bootstrap Framework, Google Font API, WordPress.org, YouTube, Remote","","","","","","",69bc21edbca73300019b78aa,8322,81321,"CHWC (DBA Build WyCo) is a not-for-profit, 501(c)(3), community development corporation dedicated to revitalizing the downtown neighborhoods of Kansas City, Kansas through new and improved housing and by addressing quality of life issues.  Founded in 1998, Build WyCo has since built or renovated over 300 houses in the downtown neighborhoods.  

In addition, Build WyCo's community organizer works with neighborhood residents to promote sustainable quality of life improvements through after school art classes, community gardens, and resident engagement.  

Build WyCo is governed by a Board of Directors of 20 community volunteers who are committed to improving our neighborhoods.",1998,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/695f6e5f54c94500012e4c8b/picture,"","","","","","","","",""
Todco Beverage & Mechanical,Todco Beverage & Mechanical,Cold,"",15,food & beverages,edward@anvo-insurance.com,"",http://www.linkedin.com/company/todco-beverage-&-mechanical,"","",1260 SE Century Dr,Lee's Summit,Missouri,United States,64081,"1260 SE Century Dr, Lee's Summit, Missouri, United States, 64081","walk in coolerfreezer installation amp service, beverage machine installation amp service, water filtration systems, ice machine installation amp service, ice machine installation service, hvac mechanical, beverage machine installation service, sheet metal fabrication, walk in coolerfreezer installation service, food & beverage services, food & beverages, consumer goods, consumers",'+1 816-875-1941,"","","","","","","",69bc21edbca73300019b78ab,"","","For over thirty years, restaurants and stores have turned to Todco for sales, installation, and service of beverage, refrigeration, Ice Machines, Water Filtration Systems, and all your HVAC needs.",1994,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f38b6ead9ed00001849b97/picture,"","","","","","","","",""
